Question,Answer,convertible,Open-ended answer
"Why is it important to measure the trace gases Formaldehyde (HCHO) and Glyoxal (CHOCHO)?

A) Despite the fact that formaldehyde (HCHO) and glyoxal (CHOCHO) have short lifetimes, we need to understand the chemistry of the atmosphere in order to understand its composition and how different reactions occur.
B) Formaldehyde (HCHO) and Glyoxal (CHOCHO) have long lifetimes and are therefore hugely detrimental to human health.
C) Formaldehyde (HCHO) and Glyoxal (CHOCHO) have a long lifetime so their impact on atmospheric chemistry needs monitoring for us to understand the atmosphere.
D) Trace gases make up most of our atmosphere so we need to understand the chemistry so we can understand how they interact with the greenhouse gases on a global scale.",A,True,
"How are Trace gases measured?

A) Trace gases can only be measured in situ at source.
B) Trace gases can only be used by instruments on board satellites
C) Trace gases can be measured in situ and by using satellites data.
D) Trace gases are predicted my models but there is no way of measuring them directly.",C,True,
"Which of the following are anthropogenic sources of Formaldehyde?

A) Industrial combustion processes
B) Fuel combustion from traffic
C) Cattle ranching
D) Biomass decomposition","A, B",False,
"What is the main anthropogenic source of Ammonia?

A) Motor Vehicles
B) Mining
C) Agriculture
D) Waste composting",C,True,
"How have Ammonia Emission trends changed?

A) Since the 1980’s Ammonia has increased in our atmosphere, however now they are starting to flatten.
B) Since 1980's Ammonia has decreased in our atmosphere, however now levels are starting to flatten
C) Since the 1980s Ammonia has decrease in our atmosphere however, now they are starting to increase.
D) Since the 1980s Ammonia has increased in our atmosphere, however in the past two years they are starting to decrease.",A,False,
"How does Ammonia influence the climate

A) Ammonia is a greenhouse gas and directly contributed to warming up the climate
B) Ammonia pure is a solid particulate that directly impacts human health and retains heat from the sun
C) Ammonia reacts with acidic pollutants to produce ammonium aerosol which is believed to influence the climate.
D) Ammonia is a trace gas, and it has no impact on the climate.",C,True,
"Why are in situ measurements used as well as satellite measurements?

A) In situ observations provide quality control on the combined information from models and satellite observations.
B) In situ measurements can provide global coverage where satellites can’t
C) Satellites are used to validate in situ instruments",A,True,
"What is the DOAS method?

A) the Differential Optical Absorption Spectroscopy-Method
B) the Differential Outdoor Absorption System-Method
C) the Dedicated Optical Absorption in Situ-Method",A,True,
"Which of the following is the main advantage of taking measurements from aircraft instead of satellites?

A) They provide better global coverage than satellites do due to being lower in the atmosphere
B) There are no advantages
C) They can fly lower in the atmosphere than satellites, which gives them a better spatial resolution
D) They can be used to provide quality control for satellite measurements and ground-based measurements",B,False,
"What is HALO?

A) A High Altitude and Long-Range Research Aircraft
B) A Helium at Long Range Observation balloon
C) A High Ammonium Long Range Observation Aircraft
D) A High-Altitude Low Range Research Aircraft",A,False,
"What does EMeRGe stand for?

A) Effect of Megacities on the Transport and Transformation of Pollutants on the Regional to Global Scales
B) Emission monitoring on the Transport and Transformation of pollutants on the Regional to Global Scales.
C) Effect of Monitoring transport and transformation of pollutants on the Regional to Global Scales.
D) Effect of monitoring on the transport and transformation of pollutants on the Regional to Global Scales.",A,False,
"Which chemical species does the EMeRGe project focus on?

A) Photochemical O3
B) PM2.5
C) Nitrogen oxides
D) Volatile Organic Compounds (VOCs)
E) Greenhouse gases","A, C, D, E",True,"The EMeRGe project focuses on photochemical O3, Nitrogen oxides, Volatile Organic Compounds (VOCs), and Greenhouse gases."
"The First stage of EMeRGe was in which City in 2017?

A) Budapest, Hungary
B) Oberpfaffenhofen, Germany
C) Taipei, Taiwan",B,False,
"Who can access open EO data?

A) The data is open, which means that only policy makers and decision makers can access it
B) The data is open, which means that only the scientific community can access it
C) The data is open, which means that people beyond the scientific community have access to it.
D) The data is open, which means that anybody with significant capital to access the data can use it.",C,True,
"How is open Earth Observation data used in policymaking?

A) Earth observation data is sufficient, and it is used to sort and understand complex problems.
B) Earth Observation data supplements a huge variety of data sources to build a strong evidence base for decision making
C) EO data is not used for Policy decision making.
D) Policy makers directly work with Earth Observation data to inform their decisions.",B,True,
"Which role does Open Earth Observation data have?

A) EO data is only used for decision making
B) EO data is only used to verify the efficacy of policies
C) EO data is only used to understand past and current situations.
D) EO data is used in understanding past situations, monitoring current states, and verifying the efficacy of international agreements and policies.",D,False,
"What was the purpose of the Aeolus Satellite?

A) To measure trace gases
B) To measures local wind speed in multiple layers of the atmosphere
C) To measures global wind speed in multiple layers of the atmosphere
D) To measure anthropogenic carbon dioxide","C, D",True,"The Aeolus satellites purpose was to measure global wind speed in multiple layers of the atmosphere, and anthropogenic carbon dioxide."
"How can a Satellite be used to understand forest fires?

A) Satellites can measure directly what forest fires are putting into the atmosphere - the aerosols and trace gases.
B) Satellites can measure the wind in different parts of the Atmosphere and therefore we can predict the way in which the fire will spread.
C) You can view and map the burned area of the forest fire based on the Infrared sensors, the radiated heat.","A, B, C",True,"Satellites can be used to understand forest fires by measuring directly what forest fires are putting into the atmosphere - the aerosols and trace gases. They can also measure the wind in different parts of the Atmosphere and therefore we can predict the way in which the fire will spread. Additionally they can view and map the burned area of the forest fire based on the Infrared sensors, the radiated heat."
"Which of the following statements is true?

A) Wind is the only condition that determines the spread of particulates and other atmospheric components.
B) Satellites help us improve models, which include wind analysis, so that we can predict the movement of particulate matter in the atmosphere.
C) Wind has little effect on the distribution of particulate matter and aerosols because they have a short life",B,False,
"Aeolus measured which conditions?

A) Light reflected from the ground
B) Precipitation
C) Winds in the atmosphere",C,False,
"What is the name of the effect when light changes colour due to a change in the wave frequency?

A) Doppler Shift
B) Vascular Shift
C) Wave Shift",A,True,
"How do climate models and weather models relate?

A) Climate models are the same as weather models.
B) Climate models are like weather models, and they are coupled with Earth System Models (Atmosphere, land, ocean, and Ice) on a scale of years rather than days.
C) Climate models have no relation to weather models.",B,True,
"What is ‘prescribed burning’

A) An estimate of the area that will undergo a wildfire outbreak
B) Intentional and controlled burning of an area to manage and prevent wildfire outbreaks
C) Unintentional burning of an area also known as a wildfire outbreak",B,True,
"What is the purpose of experimental fires?

A) So that data read from overhead aircraft during an experimental fire, can help scientists to understand how the imagers respond when they collect data from fires
B) Instruments that detect the smoke from experimental fires on the ground can tell us what chemicals are in the smoke; these readings help us to validate satellite information.
C) Scientists experiment with these particular fires to train other scientists how best to manage and put out the fire.","A, B",True,"The purpose of experimental fires is firstly, data collected from overhead aircraft during an experimental fire helps scientists understand how imagers respond when collecting data from actual fires. Secondly, instruments that detect smoke from experimental fires on the ground can identify the chemicals in the smoke, which helps validate satellite information."
"Which of the following statements about the composition of smoke produced by forest fires is incorrect?

A) The type of vegetation that is burned impacts the composition of smoke produced by forest fires.
B) The wind conditions impact the composition of smoke produced by forest fires.
C) The temperature of the fire impacts the composition of smoke produced by forest fires.
D) Smoke has the same chemical composition, there is just more or less dependent on how much water vapour is in the mix.",D,False,
"How does the Infrared Spectrometer instrument work?

A) The instrument collects small vials of gases that are tested inside the machine to show what chemicals and particulates are present
B) The instrument sends out a beam of light which is then absorbed and reflected by the molecules in the smoke. These absorptions create a frequency that acts as a fingerprint to identify various compounds in the smoke.
C) The instrument has a filter that absorbed the particulate matter, the solid compounds on the filter can then be studied to identify the particles present.",B,True,
"Which two Greenhouse gases released by agricultural activity have the most significant impact on the atmosphere?

A) Carbon dioxide
B) Hydrogen chloride
C) Methane
D) Water vapour
E) Nitrous oxide
F) Ozone","C, E",False,
"Around how much carbon is added into the atmosphere each year as a result of land-use change?

A) 1 Gt
B) 1.6 Gt
C) 2.7 Gt
D) 7.6Gt",B,True,
"Which chemical species have been found to have increased in concentration in the atmosphere over Maritime Southeast Asia in El Niño years in October?

A) Tropospheric ozone
B) Carbon monoxide
C) Methane
D) Nitrogen oxide
E) Smoke aerosols","A, B, D, E",True,"During El Niño years in October, tropospheric ozone, carbon monoxide, nitrogen oxide, and smoke aerosols have been found to increase in concentration in the atmosphere over Maritime Southeast Asia."
"Which statement is true about a Volcano's impact on humans and animals?

A) Volcanoes only impact local people and animals. Soot, lava, and gas is produced in high quantities at the source, but rarely does it travel beyond a couple of KMs.
B) Volcanoes release magma with soot and gas that can impact local areas and downwind environment in a short space of time.
C) It takes a long space of time for volcanic ash, gas, and debris to circulate beyond the local area.",B,False,
"Which two Satellite instruments make it possible to detect emissions produced by Volcanoes?

A) TROPOMI measures atmospheric columns
B) Aeolus determines winds and the thickness of ash plumes
C) DUS-T Detector measures the solid particulate matters in the air.","A, B",False,
"Which of the following are the main gases that are released in Volcanic eruptions?

A) Water vapor
B) Methane
C) Carbon dioxide
D) Sulphur dioxide
E) Oxygen","A, C, D",False,
"What is Saharan Dust?

A) Saharan Dust is a mineral dust, part of the aerosol group.
B) A satellite that measures dust quantities
C) Saharan dust is a mixture of minerals and gases found in the Saharan atmosphere",A,True,
"When does the Saharan Air Layer form?

A) Between late Spring and Early Autumn
B) Between Early Autumn and Late winter
C) Between Early Winter and Late Spring",A,True,
"Hurricane Ophelia caused the sun and skies to have which colour glow?

A) Red sun and pink skies
B) Red sun and yellow skies
C) Pink sun and purple skies",B,False,
"Who is the Copernicus data available to?

A) Policy Makers
B) Paying businesses and consumers
C) Researchers
D) Freely available to everyone",D,True,
"What are the key thematic areas covered by Copernicus?

A) Transport and Aviation
B) Land Management, the Marine Environment
C) Atmosphere, Emergency Response
D) Security and Climate Change","B, C, D",True,"The key thematic areas covered by Copernicus are Land Management, the Marine Environment, Atmosphere, Emergency Response, Security, and Climate Change"
"What name is given to the main Satellite mission in the Copernicus programme?

A) Sentinel
B) Landsat
C) Terra
D) World view",A,True,
"What area of interest does Copernicus CAMS focus on?

A) Climate Monitoring
B) Atmosphere Monitoring
C) Ocean Monitoring
D) Land Monitoring",B,True,
"Which Copernicus service supports society by providing information about past, present and future climate in Europe and globally?

A) CAMS
B) CLMS
C) CMEMS
D) C3S",D,True,
"AI and ML can be a solution to which of the following challenges presented by data recorded by satellites? (Select all that apply)

A) Quantity of data
B) Storage of data
C) Analysis of data
D) Training the data
E) Resources used to process the data","A, B, C, D, E",False,
"AI and ML helps us to process and understand data. About how much data do the Sentinels generate?

A) Gigabytes
B) petabytes
C) terabytes
D) megabytes",B,False,
"What is the name of the EU Copernicus DIAS reference service for environmental data, virtual processing, and skilled user support?

A) CREODIAS
B) WEkEO
C) ONDA
D) Sobloo",B,True,
"What are the aims of the Copernicus programme?

A) Monitor and forecast the state of the environment on land, sea and in the atmosphere
B) Support climate change mitigation and adaptation strategies
C) To be the leading business driven operational agency in Europe for Earth observation satellite programmes
D) To sell EO data to businesses for applications","A, B",True,"The main aims of the Copernicus Programme are to monitor and forecast the state of the environment on land, sea and in the atmosphere, and support climate change mitigation and adaptation strategies."
"What is Sentinel-3's main area of research?

A) Air quality
B) Land use change
C) Marine environment
D) Land vegetation",C,True,
"What role does data fusion have within EO?

A) It Integrates multiple data sources to produce more consistent, accurate, and useful information
B) It helps to find more connections between the data
C) To minimise the amount of data that is being captured
D) To provide more general and comprehensive answers","A, B, D",True,"The role that data fusion has with EO includes to integrate multiple data sources to produce more consistent, accurate, and useful information; help to find more connections between the data; and provide more general and comprehensive answers."
"What are the challenges that make using AI and Earth monitoring different from other computer vision problems?

A) Earth observation imagery is very large so it takes much longer to process through models
B) Training data sets for EO are few and far between at the moment and they take a long time to create.
C) Combining different types of EO data sets is challenging
D) in order to fuse EO data with other data sources, it may need to be geo-located which can be complicated
E) AI supporting IT systems are limited, which slows down the use of AI for EO","B, C, D",True,"The challenges of using AI for Earth observation (EO) compared to other computer vision problems include the scarcity of training datasets that are time-consuming to create, the difficulty of combining different types of EO datasets, and the complexity of geo-locating data to fuse it with other sources."
"What are TWO advantages of using Jupyter Notebooks for data science?

A) You can see both code and results
B) It is very easy to test long asynchronous tasks
C) Provides interactive code and data exploration","A, C",False,
"Artificial Intelligence relies on…?

A) Machines thinking consciously for themselves
B) Training data built by humans for machines
C) Training data built by machines for machines
D) Algorithms built by humans for machines","B, D",False,
"What can cause problems for AI Earth Monitoring using Optical imagery and object recognition?

A) Clouds
B) Shadows
C) Pixel resolution
D) Increased solar radiation","A, B, C",True,"Problems for AI Earth Monitoring using optical imagery and object recognition can be caused by clouds, shadows and pixel resolution."
"Which statements are incorrect? (Select all that apply)

A) Unsupervised learning is where ML is given a training data set that does have labels
B) Unsupervised learning is where ML is given a training data set that does not have labels
C) Supervised learning is a method of training an algorithm where a data set consists of two parts: The data itself and a label.
D) Supervised learning is a method of training an algorithm where data has no labels.","A, D",False,
"Which ML algorithm is described as a simple classification and regression method and is one of the most used learning algorithms?

A) K-Nearest Neighbour
B) L- Further Neighbour
C) K- Nearest Partner
D) K- Classification Neighbour",A,True,
"In terms of ethics, where do we tend to have information gaps of which we need to be aware of when understanding Data Bias?

A) Europe and America
B) Global North
C) Global South
D) Major cities",C,False,
"What is an example of a Python framework?

A) Tensorflow
B) TensorGo
C) React
D) Gradient boosting",A,False,
"What Machine Learning paradigm involves training ML models to make a sequence of decisions?

A) Supervised Learning
B) Unsupervised Learning
C) Reinforcement Learning
D) Gradient boosting",C,True,
"What type of machine learning algorithm separates data into different classes linearly?

A) Decision trees
B) Support Vector Machines
C) K-Nearest Neighbour
D) Gradient boosting",B,True,
"What are some ethical considerations that need to be considered when working with EO data and AI? (Choose all that apply)

A) Whether the data collection will be breaching GDPR
B) Whether the algorithms may be biased due to biased training data
C) Whether using unlabelled data with unsupervised methods will make the results inaccurate
D) Whether the data used is correct and accurate","A, B, D",False,
"What is xgboost?

A) A neural network that is best for image recognition
B) An end-to-end open-source platform for machine learning that uses the K-Nearest Neighbour technique
C) An ensemble technique that uses a ‘boosting’ method to combine decision trees
D) A gradient boosting library designed for speed and performance.",D,True,
"What is the main purpose of unsupervised learning?

A) To find correlations among unlabelled data
B) To train or “supervise” algorithms into classifying data or predicting outcomes accurately
C) To predict the correct label for newly presented input data",A,True,
"What is Copernicus CLMS?

A) The Copernicus Climate Change for Society Group
B) Copernicus Land Monitoring Service
C) Copernicus Land Management Service
D) Copernicus Local Monitoring Service",B,True,
"What spatial resolution does Sentinel-2 provide for its optical imagery?

A) 100 - 200m
B) 300 - 400m
C) 10 - 60m
D) 2 - 2.5m",C,True,
"In the example given in topic 3a, what can satellites tell us about the quality of the forests that grow in areas cleared from logging?

A) Less quality of biodiversity
B) Less layers of vegetation
C) Less diverse species of vegetation
D) Shorter tree species","A, B, C",False,
"AI and Satellites give us information about Soil Sealing, and they can detect when changes occur. What is Soil Sealing?

A) A process by which contaminated soils cover forested areas, which results in animals and vegetation dying.
B) Where impervious materials cover the soil.
C) The high use of soil in areas that are then compressed to create a seal over previously concreted area.",B,True,
"What is method of crop management based on observing, measuring and responding to inter and intrafield variability of crops

A) Accurate Agriculture (AA)
B) Precision Agriculture (PA)
C) Direct Agriculture (DA)",B,True,
"In terms of the case study detailing the Picture Pile tool, what is a micro task?

A) A machine performs a micro task when it identifies a small area for example, a single pixel as an object.
B) A microtask is a small task completed by a citizen to help train larger data sets.
C) A Microtask is a small function that allows machines to learn a larger patterns.
D) A microtask is a short function executed by the app after a person has made a decision.",B,False,
"What are TWO disadvantages of using optical imagery for monitoring forest fires?

A) The data on the ground can be obscured by cloud and smoke
B) There is limited data acquisition speed of fast fires
C) Small fires on the ground can be missed due to Coarse resolution
D) It can be hard to distinguish between burned areas and low-albedo surfaces","A, B",True,"The two main disadvantages are:  data on the ground can be obscured by cloud and smoke, there is limited data acquisition speed of fast fires."
"What information does the backscatter detected by Sentiel-1 tell us in relation to fires?

A) Backscatter can tell us about the structure of the ground target
B) Backscatter can tell us about the moisture of the ground target
C) Back scatter can tell us neither the structure nor the moisture of the ground target.
D) Backscatter can tell us about both the structure and moisture of the ground target",D,True,
"It is estimated that by 2025, the global slum population will reach…?

A) 2.4 billion people
B) 1.8 billion people
C) 1.9 billion people
D) 1.6 billion people",B,False,
"What is the name of the AI/ML method used to identify the type of roofs in the informal settlement case study?

A) Canonical correlation forests (CCFs)
B) Split Tree Forests (STF)
C) Mixed Branch Identification Tree (MBIT)
D) Descriptive Correlation Forest (DCF)",A,False,
"What are the two future Copernicus missions that will monitor Land?

A) Copernicus Hyperspectral Imaging Mission (CHIME)
B) Land Surface Temperature Mission (LSTM)
C) Landlocked Water Monitoring Mission (LLWM)
D) Gas, Plume, and Thermal Monitoring Mission (GPT)","A, B",True,"Two future Copernicus missions that will monitor Land are Copernicus Hyperspectral Imaging Mission (CHIME), and Land Surface Temperature Mission (LSTM)."
"What is the name of the management strategy that uses satellite spatial and temporal data as well as other technologies to help improve the efficiency and sustainability of agricultural operations?

A) Precision Agriculture
B) Data agriculture
C) Satellite agriculture
D) AI targeted agriculture",A,True,
"To make sure crop identification is accurate, efficient and reliable, how do EFTAS crop analyser identify crops?

A) Visual interpretation of satellite images is sufficient
B) Visual analysis of satellite images is sufficient
C) Visual interpretation and analysis of satellite data is sufficient
D) Visual interpretation, visual analysis and ground-based crop verification using photos and archives.",D,False,
"How can members of the public help train AI technologies?

A) Citizen scientists can be engaged to identify objects and train algorithms to improve accuracy rates.
B) Citizen scientists can be called upon to write code for AI that identify objects.
C) Citizen scientists are invited to give their opinions on way to improve physical land use and scientists work with their ideas and create identification labels for AI.
D) Citizen scientists are invited to upload images that AI can identify.",A,True,
"How do optical sensors onboard satellites detect forest fires?

A) Optical sensors detect flames
B) Optical sensors detect the heat from the fire
C) Optical sensors detect the smoke from the fire
D) Optical sensors detect the carbon monoxide of the fire.",C,True,
"Which sources do the Copernicus Marine Service gather data from?

A) Satellites
B) In situ Buoys
C) Ocean models
D) Coastal Towers","A, B, C",True,"The sources that the Copernicus Marine Service gather data from are satellites, in situ buoys, and ocean models."
"What is the ‘Digital Twin of the Ocean’ (DTO)?

A) A 3D computerised model of the ocean
B) A framework to integrate a wide range of existing and new marine data sources, with tools to provide access to all these different sources of information
C) A concept to encourage the use of AI and other new technology for marine data gathering",B,True,
"Which Sentinel Satellite is used to distinguish the different objects and ocean Debris?

A) Sentinel -1
B) Sentinel- 2
C) Sentiel-3
D) Sentinel- 4",B,False,
"What is the aim of the Jelly X algorithm?

A) To Identify the numerical relationship of jellyfish proliferation with the ocean- environment parameters thus overtaking the understanding of ecological drivers that in turn sheds light on those drivers.
B) Identifying the symbiotic relationship of jellyfish with other marine animals within the ocean- environment thus overtaking the understanding of ecological drivers.
C) Identifying the dependent relationship of Jellyfish with the ocean environment to understand ecological drivers.",A,False,
"What type of fish does the Species Distribution Modelling Via Feature Engineering and Machine Learning identify?

A) Pelagic Fish
B) Mesopelagic Fish
C) Demersal fish
D) Benthic fish",A,False,
"What kind of Neural Network allows us to obtain 3D reconstructions of the ocean?

A) Convolutional Neural Network (CNN)
B) Recurrent Neural Network (RNN)
C) Multi-Layer-Perceptron (MLP) network
D) Generative Adversarial Network (GAN)",C,True,
"What makes Sentinel-3 level 4 products different from levels 1-3?

A) They include in situ and model data
B) They include a neural network for atmospheric correction
C) They include composites to get rid of cloud cover",A,True,
"What is Case-1 water?

A) Blue water with low levels of phytoplankton
B) Green water with high levels of phytoplankton
C) Cloudy water with high levels of inorganic particles
D) Blue water with low levels of phytoplankton and Green Water with high levels of phytoplankton",D,True,
"What is the name of the sensor on board the Sentinel-3 Satellite that measure ocean colour?

A) OLCI
B) OLBI
C) OLDI
D) OLGI",A,True,
"What are some ocean parameters that Sentinel-3 can measure?

A) Deep sea temperature (> 5m)
B) Ocean colour
C) Sea surface temperature
D) Sea level","B, C, D",True,"Ocean parameters that Sentinel-3 can measure include ocean colour, sea surface temperature, and sea level."
"How can we measure sea-level rise from satellites?

A) Using LiDAR
B) Using satellite Radiometers
C) Using satellite Altimeters
D) Using Microwave Radiometers",C,True,
"Why is it beneficial to track in real-time maritime traffic and weather conditions?

A) Reduce CO₂ and SOx emissions
B) Reduce NH₃ emissions
C) Fuel cost savings
D) Increase safety
E) Increase security","A, C, D, E",True,"It is beneficial to track in real-time maritime traffic and weather conditions because it can reduce CO₂ and SOx emissions, reduce fuel costs, and increase safety and security."
"What type of Marine debris is detected by Satellites and is important to identify to avoid at-sea accidents?

A) Ocean foam
B) Drift wood from flooding
C) Sea grass
D) Plastics","B, D",True,"The type of marine debris that can be detected by satellites and is important to identify to avoid at-sea accidents, are drift wood from flooding, and plastics."
"What is the European Space Agency World Ocean Circulation project retrieving using deep neural networks?

A) A 3D model of the Thermohaline Ocean circulation
B) A full 3D model of the global ocean, including currents, wave height, and ocean bathymetry
C) 3D structures of ocean temperature and salinity from sea surface measurements of temperature, salinity and sea surface level",C,True,
"Why is it important to identify and understand how much chlorophyll is in our oceans?

A) Chlorophyll releases toxic gas and disturbed the ocean ecosystem. It is important to identify so that we can reduce its impact.
B) Chlorophyll absorbs radiation from the sun and causes the oceans to warm, thus it is important to eliminate Chlorophyll as best we can.
C) Chlorophyll absorbs masses of CO2 and is good for the environment.
D) Chlorophyll is the basis of the food chain in our ocean so it sustains the oceans.","C, D",True,"It is important to identify and understand how much chlorophyll is in our oceans because chlorophyll absorbs masses of CO2 and is good for the environment, and is the basis of the food chain in our oceans, so it sustains the oceans."
"Marine Analyst is a digital platform created using Python and R and running on WEkEO, what does it use machine learning for?

A) To automatically identify marine debris in satellite images
B) To organise different marine imagery into categories
C) To provide some environmental parameters for users",C,True,
"What data does CAMS provide?

A) Reanalysis data of past atmosphere
B) Information related to air pollution, and heath, solar energy, greenhouse gases and climate forcing
C) Regular climate updates on surface air temperature, sea ice, precipitation and soil moisture",B,True,
"Which instrument on board Sentinel-5P can track air pollution?

A) TROPOMI
B) Microwave radiometer
C) Infrared Camera
D) Synthetic-aperture radar (SAR)",A,True,
"The use of a Neural Network based emulator can effectively replicate spectra simulated by LINTRAN, explaining 99% of the variance and to within ~3% uncertainty. Up to how much times faster is this method than using the Radiative Transfer Model alone?

A) 500 times
B) 1000 times
C) 1500 times
D) 10000 times",D,False,
"What is the prevailing element in the Earths water cycle?

A) Advection
B) Precipitation
C) Condensation
D) Evaporation",B,True,
"Where is it challenging to monitor the quantity of precipitation?

A) Developing countries
B) Remote locations
C) The Oceans
D) Developed cities","A, B, C",False,
"What type of data is used for Weatherbench?

A) Historical data
B) Weather data
C) Reanalysis data
D) Analysis data",C,True,
"What is one advantage that data from satellites give us for studying the atmosphere?

A) They give us long-term coverage
B) They give us short-term coverage
C) They only provide ground-based observations
D) They are only effective for ocean studies",A,True,
"Why is Methane one of the most important contributors to the anthropogenically enhanced greenhouse effect?

A) It is more efficient at trapping heat from the sun than carbon dioxide and other gasses
B) It has a long life-time in the atmosphere
C) There is more methane in the atmosphere than carbon dioxide therefore it is more potent and contributes more to the greenhouse effect",A,True,
"How can AI help with predicting extreme weather events?

A) It can help to predict weather events months in advance
B) It can help to extract the right signal in the vast amounts of weather data
C) It can accurately predict when hurricanes are likely to form",B,True,
"What is a current limitation of WeatherBench ML weather forecasting?

A) They are very efficient at long-term weather prediction but limited for very short-term (‘now casting’) prediction
B) They are not very efficient at getting weather forecasting correct
C) They are very efficient at very short-term (‘now casting’) weather prediction but limited at longer term",C,True,
"What is Copernicus C3S?

A) The Copernicus free Service
B) A platform for accessing all Copernicus EO data
C) The Copernicus Climate Change Service
D) C3S data store",C,True,
"Clouds are important as they are more than 2/3rds of the Earth’s surface and they reflect what percentage of the Sun’s radiation back into Space?

A) ½
B) ¼
C) ¾
D) 2/3",B,False,
"Which parameters, distinguished by ML, are important for understanding Seagrass classification?

A) Bathymetry
B) Chlorophyll
C) Distance from ships
D) Distance from coast","A, B, D",True,"The parameters important for understanding seagrass classification, as distinguished by machine learning (ML), include bathymetry, Chlorophyll, and distance from coast."
"What is the most important element to firstly monitor for climatic studies?

A) Greenhouse gas concentrations
B) The energy balance of the Earth
C) Global precipitation",B,False,
"Why can cloud classification be challenging to complete with data from satellites?

A) Satellite Passive instruments cannot measure cloud depth, which is needed for some cloud classification types
B) We do not have a long enough time-series of cloud data to use for classification
C) Satellite Active sensors can only give us a narrow swath of data, which is not good enough for global cloud classification
D) Satellites cannot measure clouds","A, C",True,"Cloud classification can be challenging to complete with data from satellites, because satellite Passive instruments cannot measure cloud depth, which is needed for some cloud classification types, and satellite Active sensors can only give us a narrow swath of data, which is not good enough for global cloud classification."
"What ice type is classified from SAR polarimetric data as bright regions with strong back scatter?

A) Open water
B) First Year Ice
C) Rough first year ice
D) Young Ice",C,True,
"Why is Sentinel-1’s Radar instrument useful for monitoring mangroves?

A) It can measure through clouds to show us the canopy of mangroves
B) It gives us data which is useful for discerning what is land and what is water
C) It gives us data in the visible spectrum, as well as near-infrared and shortwave infrared","A, C",True,"Sentinel-1’s Radar instrument is useful for monitoring mangroves because it can measure through clouds to show the canopy of the mangroves, and it provides data in the visible spectrum, as well as near-infrared and shortwave infrared."
"Why did COVID-19 have an impact on the atmosphere?

A) The COVID-19 virus which spread globally produces gasses which change atmospheric composition
B) The spread of COVID-19 meant many governments took measures to control the virus. Measures such as the restriction of travel, had an impact on anthropogenic emissions in the atmosphere
C) The COVID-19 Virus led most industries to increase their production for online sales, therefore we see an increase in emissions on a global scale.",B,True,
"What did scientists hypothesise about Nitrogen Dioxide (NO2) levels during the lockdown period?

A) An increased spread of NO₂ due to an increased spread of day time population with dispersed residential buildings heating their spaces individually.
B) An increase in NO₂ due to a higher number of people working from home.
C) A reduction in NO₂ due to a decrease in vehicle traffic.
D) No change in NO₂ levels because the lockdown would have impact on air quality.",C,False,
"Why couldn’t the initial decreases in NO₂ measurements found over China, South Korea, northern Italy and the US in Spring 2020 compared to Spring 2019, from Sentinel-5P columns, be directly attributed to COVID-19 lockdown measures?

A) Because Sentinel-5P had made errors in 2020 so the measurements were not accurate
B) Because it was found that meteorology supported low NO2 values for Spring 2020 compared to Spring 2019, and this was already being experienced in February 2020, before most areas had entered lockdowns
C) Because these decreases were attributed to 2020 Spring storms which decreased NO2 amounts in the atmosphere worldwide.",B,False,
"How did the NO2 COVID study solve the problem of finding out if NO2 distributions are influenced by COVID lockdowns, and not by meteorology only?

A) By looking at and comparing very short term (monthly) NO2 emission estimates rather than long-term (several years or months), which was made possible by TROPOMI’s high spatial resolution
B) By looking at and comparing long-term emission estimates (years), so we could see the larger pattern of NO2 emissions.
C) By seeing what the sources of NO2 were by looking at satellite imagery, which was made possible by TROPOMI’s high spatial resolution",A,False,
"True or false: Though we can estimate changes in Nitrogen Dioxide in the atmosphere from Space using satellites, they cannot tell us about the sources and why the change occurred.

A) True
B) False",A,False,
"What is the primary source of carbon dioxide emissions?

A) Agriculture
B) Burning of fossil fuels, oil, coal and gas
C) Vehicle traffic",B,True,
"Why was it a challenge to use satellite data (from OCO-2 and GOSAT) to obtain information on COVID-19 related CO2 emission reductions?

A) Because these satellites have very high resolutions, making it hard to see where the sources of CO2 came from.
B) Because these satellites only give us information on xCO2 and not CO2
C) Because these satellites have been optimised to obtain information on large scale terrestrial biosphere carbon fluxes.",C,True,
"Why was it particularly important to measure levels of Aerosols during the COVID-19 pandemic?

A) Because of the health impacts of aerosols which can deeply penetrate into human lungs and cause serious respiratory problems, which could then potentially increase the number of severe cases of COVID-19
B) So we can see what happens to aerosols during periods of reduced traffic and reduced industrial outputs, and see how they are transported",A,True,
"Did aerosol optical depth (AOD) observed over Northern Italy after the implementation of COVID lockdown, increase or decrease?

A) Decrease
B) Increase",B,True,
"Did in situ ground-based measurements of NO2 in Europe match up with the satellite data in the ICOVAC study?

A) Yes
B) No",A,True,
"Why couldn’t Methane (CH4) and Carbon Monoxide (CO) measurements be estimated for the COVID Lockdowns?

A) Because the variability of these species is much higher, thus preventing any detection of a significant signal due to covid lockdown
B) Because there were not any local measurements for this these species available
C) Because these are trace gasses and so the amounts of them in the atmosphere are hard to measure accurately",A,False,
"Why did concentrations of secondary pollutants such as ozone increase in some regions during COVID lockdowns?

A) Because of increase used of heating in residential buildings
B) Because of the reductions in NOx
C) Because of meteorological phenomenon",B,True,
"What is the difference between weather and climate?

A) Climate is short term variations.
B) They are both the same
C) Climate is the average weather over long periods",C,True,
